type	all_kegg_gene_names	gene_definition	refseq_id	ensembl_id	kegg_paths_id	kegg_paths_name
CDS	(RefSeq) ALF transcription elongation factor 1		4299	ENSG00000172493	hsa05202	Transcriptional misregulation in cancer
CDS	(RefSeq) hydroxysteroid 17-beta dehydrogenase 11		51170	ENSG00000198189	hsa00140	Steroid hormone biosynthesis
CDS	(RefSeq) nudix hydrolase 9		53343	ENSG00000170502	hsa00230	Purine metabolism
CDS	(RefSeq) nudix hydrolase 9		53343	ENSG00000170502	hsa01100	Metabolic pathways
CDS	(RefSeq) dentin sialophosphoprotein		1834	ENSG00000152591	hsa04512	ECM-receptor interaction
CDS	(RefSeq) dentin matrix acidic phosphoprotein 1		1758	ENSG00000152592	hsa04512	ECM-receptor interaction
CDS	(RefSeq) integrin binding sialoprotein		3381	ENSG00000029559	hsa04151	PI3K-Akt signaling pathway
CDS	(RefSeq) integrin binding sialoprotein		3381	ENSG00000029559	hsa04510	Focal adhesion
CDS	(RefSeq) integrin binding sialoprotein		3381	ENSG00000029559	hsa04512	ECM-receptor interaction
CDS	(RefSeq) integrin binding sialoprotein		3381	ENSG00000029559	hsa05165	Human papillomavirus infection
CDS	(RefSeq) matrix extracellular phosphoglycoprotein		56955	ENSG00000152595	hsa04512	ECM-receptor interaction
CDS	(RefSeq) secreted phosphoprotein 1		6696	ENSG00000118785	hsa04151	PI3K-Akt signaling pathway
CDS	(RefSeq) secreted phosphoprotein 1		6696	ENSG00000118785	hsa04371	Apelin signaling pathway
CDS	(RefSeq) secreted phosphoprotein 1		6696	ENSG00000118785	hsa04510	Focal adhesion
CDS	(RefSeq) secreted phosphoprotein 1		6696	ENSG00000118785	hsa04512	ECM-receptor interaction
CDS	(RefSeq) secreted phosphoprotein 1		6696	ENSG00000118785	hsa04620	Toll-like receptor signaling pathway
CDS	(RefSeq) secreted phosphoprotein 1		6696	ENSG00000118785	hsa04929	GnRH secretion
CDS	(RefSeq) secreted phosphoprotein 1		6696	ENSG00000118785	hsa05165	Human papillomavirus infection
CDS	(RefSeq) ATP binding cassette subfamily G member 2 (Junior blood group)		9429	ENSG00000118777	hsa01523	Antifolate resistance
CDS	(RefSeq) ATP binding cassette subfamily G member 2 (Junior blood group)		9429	ENSG00000118777	hsa02010	ABC transporters
CDS	(RefSeq) ATP binding cassette subfamily G member 2 (Junior blood group)		9429	ENSG00000118777	hsa04976	Bile secretion
CDS	(RefSeq) phosphatidylinositol glycan anchor biosynthesis class Y		84992	ENSG00000255072	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
CDS	(RefSeq) phosphatidylinositol glycan anchor biosynthesis class Y		84992	ENSG00000255072	hsa01100	Metabolic pathways
CDS	(RefSeq) HECT and RLD domain containing E3 ubiquitin protein ligase 3		8916	ENSG00000138641	hsa04120	Ubiquitin mediated proteolysis
CDS	(RefSeq) synuclein alpha		6622	ENSG00000145335	hsa05010	Alzheimer disease
CDS	(RefSeq) synuclein alpha		6622	ENSG00000145335	hsa05012	Parkinson disease
CDS	(RefSeq) synuclein alpha		6622	ENSG00000145335	hsa05022	Pathways of neurodegeneration - multiple diseases
CDS	(RefSeq) glutamate ionotropic receptor delta type subunit 2		2895	ENSG00000152208	hsa04080	Neuroactive ligand-receptor interaction
CDS	(RefSeq) glutamate ionotropic receptor delta type subunit 2		2895	ENSG00000152208	hsa04730	Long-term depression
CDS	(RefSeq) SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1		56916	ENSG00000163104	hsa04550	Signaling pathways regulating pluripotency of stem cells
CDS	(RefSeq) hematopoietic prostaglandin D synthase		27306	ENSG00000163106	hsa00480	Glutathione metabolism
CDS	(RefSeq) hematopoietic prostaglandin D synthase		27306	ENSG00000163106	hsa00590	Arachidonic acid metabolism
CDS	(RefSeq) hematopoietic prostaglandin D synthase		27306	ENSG00000163106	hsa00980	Metabolism of xenobiotics by cytochrome P450
CDS	(RefSeq) hematopoietic prostaglandin D synthase		27306	ENSG00000163106	hsa00982	Drug metabolism - cytochrome P450
CDS	(RefSeq) hematopoietic prostaglandin D synthase		27306	ENSG00000163106	hsa01100	Metabolic pathways
CDS	(RefSeq) hematopoietic prostaglandin D synthase		27306	ENSG00000163106	hsa05204	Chemical carcinogenesis - DNA adducts
CDS	(RefSeq) bone morphogenetic protein receptor type 1B		658	ENSG00000138696	hsa04060	Cytokine-cytokine receptor interaction
CDS	(RefSeq) bone morphogenetic protein receptor type 1B		658	ENSG00000138696	hsa04350	TGF-beta signaling pathway
CDS	(RefSeq) bone morphogenetic protein receptor type 1B		658	ENSG00000138696	hsa04360	Axon guidance
CDS	(RefSeq) bone morphogenetic protein receptor type 1B		658	ENSG00000138696	hsa04390	Hippo signaling pathway
CDS	(RefSeq) bone morphogenetic protein receptor type 1B		658	ENSG00000138696	hsa04550	Signaling pathways regulating pluripotency of stem cells
CDS	(RefSeq) bone morphogenetic protein receptor type 1B		658	ENSG00000138696	hsa05418	Fluid shear stress and atherosclerosis
CDS	(RefSeq) unc-5 netrin receptor C		8633	ENSG00000182168	hsa04360	Axon guidance
CDS	(RefSeq) pyruvate dehydrogenase E1 subunit alpha 2		5161	ENSG00000163114	hsa00010	Glycolysis / Gluconeogenesis
CDS	(RefSeq) pyruvate dehydrogenase E1 subunit alpha 2		5161	ENSG00000163114	hsa00020	Citrate cycle (TCA cycle)
CDS	(RefSeq) pyruvate dehydrogenase E1 subunit alpha 2		5161	ENSG00000163114	hsa00620	Pyruvate metabolism
CDS	(RefSeq) pyruvate dehydrogenase E1 subunit alpha 2		5161	ENSG00000163114	hsa00785	Lipoic acid metabolism
CDS	(RefSeq) pyruvate dehydrogenase E1 subunit alpha 2		5161	ENSG00000163114	hsa01100	Metabolic pathways
CDS	(RefSeq) pyruvate dehydrogenase E1 subunit alpha 2		5161	ENSG00000163114	hsa01200	Carbon metabolism
CDS	(RefSeq) pyruvate dehydrogenase E1 subunit alpha 2		5161	ENSG00000163114	hsa04066	HIF-1 signaling pathway
CDS	(RefSeq) pyruvate dehydrogenase E1 subunit alpha 2		5161	ENSG00000163114	hsa04922	Glucagon signaling pathway
CDS	(RefSeq) pyruvate dehydrogenase E1 subunit alpha 2		5161	ENSG00000163114	hsa05230	Central carbon metabolism in cancer
CDS	(RefSeq) pyruvate dehydrogenase E1 subunit alpha 2		5161	ENSG00000163114	hsa05415	Diabetic cardiomyopathy
CDS	(RefSeq) eukaryotic translation initiation factor 4E		1977	ENSG00000151247	hsa01521	EGFR tyrosine kinase inhibitor resistance
CDS	(RefSeq) eukaryotic translation initiation factor 4E		1977	ENSG00000151247	hsa04066	HIF-1 signaling pathway
CDS	(RefSeq) eukaryotic translation initiation factor 4E		1977	ENSG00000151247	hsa04150	mTOR signaling pathway
CDS	(RefSeq) eukaryotic translation initiation factor 4E		1977	ENSG00000151247	hsa04151	PI3K-Akt signaling pathway
CDS	(RefSeq) eukaryotic translation initiation factor 4E		1977	ENSG00000151247	hsa04211	Longevity regulating pathway
CDS	(RefSeq) eukaryotic translation initiation factor 4E		1977	ENSG00000151247	hsa04910	Insulin signaling pathway
CDS	(RefSeq) alcohol dehydrogenase 5 (class III), chi polypeptide		128	ENSG00000197894	hsa00010	Glycolysis / Gluconeogenesis
CDS	(RefSeq) alcohol dehydrogenase 5 (class III), chi polypeptide		128	ENSG00000197894	hsa00071	Fatty acid degradation
CDS	(RefSeq) alcohol dehydrogenase 5 (class III), chi polypeptide		128	ENSG00000197894	hsa00350	Tyrosine metabolism
CDS	(RefSeq) alcohol dehydrogenase 5 (class III), chi polypeptide		128	ENSG00000197894	hsa00620	Pyruvate metabolism
CDS	(RefSeq) alcohol dehydrogenase 5 (class III), chi polypeptide		128	ENSG00000197894	hsa00830	Retinol metabolism
CDS	(RefSeq) alcohol dehydrogenase 5 (class III), chi polypeptide		128	ENSG00000197894	hsa00980	Metabolism of xenobiotics by cytochrome P450
CDS	(RefSeq) alcohol dehydrogenase 5 (class III), chi polypeptide		128	ENSG00000197894	hsa00982	Drug metabolism - cytochrome P450
CDS	(RefSeq) alcohol dehydrogenase 5 (class III), chi polypeptide		128	ENSG00000197894	hsa01100	Metabolic pathways
CDS	(RefSeq) alcohol dehydrogenase 5 (class III), chi polypeptide		128	ENSG00000197894	hsa01200	Carbon metabolism
CDS	(RefSeq) alcohol dehydrogenase 5 (class III), chi polypeptide		128	ENSG00000197894	hsa04936	Alcoholic liver disease
CDS	(RefSeq) alcohol dehydrogenase 4 (class II), pi polypeptide		127	ENSG00000198099	hsa00010	Glycolysis / Gluconeogenesis
CDS	(RefSeq) alcohol dehydrogenase 4 (class II), pi polypeptide		127	ENSG00000198099	hsa00071	Fatty acid degradation
CDS	(RefSeq) alcohol dehydrogenase 4 (class II), pi polypeptide		127	ENSG00000198099	hsa00350	Tyrosine metabolism
CDS	(RefSeq) alcohol dehydrogenase 4 (class II), pi polypeptide		127	ENSG00000198099	hsa00620	Pyruvate metabolism
CDS	(RefSeq) alcohol dehydrogenase 4 (class II), pi polypeptide		127	ENSG00000198099	hsa00830	Retinol metabolism
CDS	(RefSeq) alcohol dehydrogenase 4 (class II), pi polypeptide		127	ENSG00000198099	hsa00980	Metabolism of xenobiotics by cytochrome P450
CDS	(RefSeq) alcohol dehydrogenase 4 (class II), pi polypeptide		127	ENSG00000198099	hsa00982	Drug metabolism - cytochrome P450
CDS	(RefSeq) alcohol dehydrogenase 4 (class II), pi polypeptide		127	ENSG00000198099	hsa01100	Metabolic pathways
CDS	(RefSeq) alcohol dehydrogenase 4 (class II), pi polypeptide		127	ENSG00000198099	hsa04936	Alcoholic liver disease
CDS	(RefSeq) alcohol dehydrogenase 6 (class V)		130	ENSG00000172955	hsa00010	Glycolysis / Gluconeogenesis
CDS	(RefSeq) alcohol dehydrogenase 6 (class V)		130	ENSG00000172955	hsa00071	Fatty acid degradation
CDS	(RefSeq) alcohol dehydrogenase 6 (class V)		130	ENSG00000172955	hsa00350	Tyrosine metabolism
CDS	(RefSeq) alcohol dehydrogenase 6 (class V)		130	ENSG00000172955	hsa00620	Pyruvate metabolism
CDS	(RefSeq) alcohol dehydrogenase 6 (class V)		130	ENSG00000172955	hsa00830	Retinol metabolism
CDS	(RefSeq) alcohol dehydrogenase 6 (class V)		130	ENSG00000172955	hsa00980	Metabolism of xenobiotics by cytochrome P450
CDS	(RefSeq) alcohol dehydrogenase 6 (class V)		130	ENSG00000172955	hsa00982	Drug metabolism - cytochrome P450
CDS	(RefSeq) alcohol dehydrogenase 6 (class V)		130	ENSG00000172955	hsa01100	Metabolic pathways
CDS	(RefSeq) alcohol dehydrogenase 6 (class V)		130	ENSG00000172955	hsa04936	Alcoholic liver disease
CDS	(RefSeq) alcohol dehydrogenase 1A (class I), alpha polypeptide		124	ENSG00000187758	hsa00010	Glycolysis / Gluconeogenesis
CDS	(RefSeq) alcohol dehydrogenase 1A (class I), alpha polypeptide		124	ENSG00000187758	hsa00071	Fatty acid degradation
CDS	(RefSeq) alcohol dehydrogenase 1A (class I), alpha polypeptide		124	ENSG00000187758	hsa00350	Tyrosine metabolism
CDS	(RefSeq) alcohol dehydrogenase 1A (class I), alpha polypeptide		124	ENSG00000187758	hsa00620	Pyruvate metabolism
CDS	(RefSeq) alcohol dehydrogenase 1A (class I), alpha polypeptide		124	ENSG00000187758	hsa00830	Retinol metabolism
CDS	(RefSeq) alcohol dehydrogenase 1A (class I), alpha polypeptide		124	ENSG00000187758	hsa00980	Metabolism of xenobiotics by cytochrome P450
CDS	(RefSeq) alcohol dehydrogenase 1A (class I), alpha polypeptide		124	ENSG00000187758	hsa00982	Drug metabolism - cytochrome P450
CDS	(RefSeq) alcohol dehydrogenase 1A (class I), alpha polypeptide		124	ENSG00000187758	hsa01100	Metabolic pathways
CDS	(RefSeq) alcohol dehydrogenase 1A (class I), alpha polypeptide		124	ENSG00000187758	hsa04936	Alcoholic liver disease
CDS	(RefSeq) alcohol dehydrogenase 1B (class I), beta polypeptide		125	ENSG00000196616	hsa00010	Glycolysis / Gluconeogenesis
CDS	(RefSeq) alcohol dehydrogenase 1B (class I), beta polypeptide		125	ENSG00000196616	hsa00071	Fatty acid degradation
CDS	(RefSeq) alcohol dehydrogenase 1B (class I), beta polypeptide		125	ENSG00000196616	hsa00350	Tyrosine metabolism
CDS	(RefSeq) alcohol dehydrogenase 1B (class I), beta polypeptide		125	ENSG00000196616	hsa00620	Pyruvate metabolism
CDS	(RefSeq) alcohol dehydrogenase 1B (class I), beta polypeptide		125	ENSG00000196616	hsa00830	Retinol metabolism
CDS	(RefSeq) alcohol dehydrogenase 1B (class I), beta polypeptide		125	ENSG00000196616	hsa00980	Metabolism of xenobiotics by cytochrome P450
CDS	(RefSeq) alcohol dehydrogenase 1B (class I), beta polypeptide		125	ENSG00000196616	hsa00982	Drug metabolism - cytochrome P450
CDS	(RefSeq) alcohol dehydrogenase 1B (class I), beta polypeptide		125	ENSG00000196616	hsa01100	Metabolic pathways
CDS	(RefSeq) alcohol dehydrogenase 1B (class I), beta polypeptide		125	ENSG00000196616	hsa04936	Alcoholic liver disease
CDS	(RefSeq) alcohol dehydrogenase 1C (class I), gamma polypeptide		126	ENSG00000248144	hsa00010	Glycolysis / Gluconeogenesis
CDS	(RefSeq) alcohol dehydrogenase 1C (class I), gamma polypeptide		126	ENSG00000248144	hsa00071	Fatty acid degradation
CDS	(RefSeq) alcohol dehydrogenase 1C (class I), gamma polypeptide		126	ENSG00000248144	hsa00350	Tyrosine metabolism
CDS	(RefSeq) alcohol dehydrogenase 1C (class I), gamma polypeptide		126	ENSG00000248144	hsa00620	Pyruvate metabolism
CDS	(RefSeq) alcohol dehydrogenase 1C (class I), gamma polypeptide		126	ENSG00000248144	hsa00830	Retinol metabolism
CDS	(RefSeq) alcohol dehydrogenase 1C (class I), gamma polypeptide		126	ENSG00000248144	hsa00980	Metabolism of xenobiotics by cytochrome P450
CDS	(RefSeq) alcohol dehydrogenase 1C (class I), gamma polypeptide		126	ENSG00000248144	hsa00982	Drug metabolism - cytochrome P450
CDS	(RefSeq) alcohol dehydrogenase 1C (class I), gamma polypeptide		126	ENSG00000248144	hsa01100	Metabolic pathways
CDS	(RefSeq) alcohol dehydrogenase 1C (class I), gamma polypeptide		126	ENSG00000248144	hsa04936	Alcoholic liver disease
CDS	(RefSeq) alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide		131	ENSG00000196344	hsa00010	Glycolysis / Gluconeogenesis
CDS	(RefSeq) alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide		131	ENSG00000196344	hsa00071	Fatty acid degradation
CDS	(RefSeq) alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide		131	ENSG00000196344	hsa00350	Tyrosine metabolism
CDS	(RefSeq) alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide		131	ENSG00000196344	hsa00620	Pyruvate metabolism
CDS	(RefSeq) alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide		131	ENSG00000196344	hsa00830	Retinol metabolism
CDS	(RefSeq) alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide		131	ENSG00000196344	hsa00980	Metabolism of xenobiotics by cytochrome P450
CDS	(RefSeq) alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide		131	ENSG00000196344	hsa00982	Drug metabolism - cytochrome P450
CDS	(RefSeq) alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide		131	ENSG00000196344	hsa01100	Metabolic pathways
CDS	(RefSeq) alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide		131	ENSG00000196344	hsa04936	Alcoholic liver disease
CDS	(RefSeq) microsomal triglyceride transfer protein		4547	ENSG00000138823	hsa04975	Fat digestion and absorption
CDS	(RefSeq) dual adaptor of phosphotyrosine and 3-phosphoinositides 1		27071	ENSG00000070190	hsa04662	B cell receptor signaling pathway
CDS	(RefSeq) late endosomal/lysosomal adaptor, MAPK and MTOR activator 3		8649	ENSG00000109270	hsa04010	MAPK signaling pathway
CDS	(RefSeq) late endosomal/lysosomal adaptor, MAPK and MTOR activator 3		8649	ENSG00000109270	hsa04150	mTOR signaling pathway
CDS	(RefSeq) H2A.Z variant histone 1		3015	ENSG00000164032	hsa03082	ATP-dependent chromatin remodeling
CDS	(RefSeq) H2A.Z variant histone 1		3015	ENSG00000164032	hsa04217	Necroptosis
CDS	(RefSeq) H2A.Z variant histone 1		3015	ENSG00000164032	hsa04613	Neutrophil extracellular trap formation
CDS	(RefSeq) H2A.Z variant histone 1		3015	ENSG00000164032	hsa05034	Alcoholism
CDS	(RefSeq) H2A.Z variant histone 1		3015	ENSG00000164032	hsa05322	Systemic lupus erythematosus
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa04010	MAPK signaling pathway
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa04020	Calcium signaling pathway
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa04022	cGMP-PKG signaling pathway
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa04114	Oocyte meiosis
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa04218	Cellular senescence
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa04310	Wnt signaling pathway
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa04360	Axon guidance
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa04370	VEGF signaling pathway
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa04380	Osteoclast differentiation
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa04625	C-type lectin receptor signaling pathway
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa04650	Natural killer cell mediated cytotoxicity
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa04658	Th1 and Th2 cell differentiation
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa04659	Th17 cell differentiation
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa04660	T cell receptor signaling pathway
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa04662	B cell receptor signaling pathway
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa04720	Long-term potentiation
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa04724	Glutamatergic synapse
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa04728	Dopaminergic synapse
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa04921	Oxytocin signaling pathway
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa04922	Glucagon signaling pathway
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa04924	Renin secretion
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa05010	Alzheimer disease
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa05014	Amyotrophic lateral sclerosis
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa05020	Prion disease
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa05022	Pathways of neurodegeneration - multiple diseases
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa05031	Amphetamine addiction
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa05152	Tuberculosis
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa05163	Human cytomegalovirus infection
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa05166	Human T-cell leukemia virus 1 infection
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa05167	Kaposi sarcoma-associated herpesvirus infection
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa05170	Human immunodeficiency virus 1 infection
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
CDS	(RefSeq) protein phosphatase 3 catalytic subunit alpha		5530	ENSG00000138814	hsa05417	Lipid and atherosclerosis
CDS	(RefSeq) B cell scaffold protein with ankyrin repeats 1		55024	ENSG00000153064	hsa04662	B cell receptor signaling pathway
CDS	(RefSeq) solute carrier family 39 member 8		64116	ENSG00000138821	hsa04216	Ferroptosis
CDS	(RefSeq) solute carrier family 39 member 8		64116	ENSG00000138821	hsa05010	Alzheimer disease
CDS	(RefSeq) solute carrier family 39 member 8		64116	ENSG00000138821	hsa05012	Parkinson disease
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa01523	Antifolate resistance
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04010	MAPK signaling pathway
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04014	Ras signaling pathway
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04024	cAMP signaling pathway
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04062	Chemokine signaling pathway
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04064	NF-kappa B signaling pathway
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04066	HIF-1 signaling pathway
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04071	Sphingolipid signaling pathway
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04151	PI3K-Akt signaling pathway
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04210	Apoptosis
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04211	Longevity regulating pathway
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04218	Cellular senescence
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04380	Osteoclast differentiation
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04613	Neutrophil extracellular trap formation
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04620	Toll-like receptor signaling pathway
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04621	NOD-like receptor signaling pathway
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04622	RIG-I-like receptor signaling pathway
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04623	Cytosolic DNA-sensing pathway
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04625	C-type lectin receptor signaling pathway
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04657	IL-17 signaling pathway
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04658	Th1 and Th2 cell differentiation
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04659	Th17 cell differentiation
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04660	T cell receptor signaling pathway
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04662	B cell receptor signaling pathway
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04668	TNF signaling pathway
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04722	Neurotrophin signaling pathway
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04917	Prolactin signaling pathway
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04920	Adipocytokine signaling pathway
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04926	Relaxin signaling pathway
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04931	Insulin resistance
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04932	Non-alcoholic fatty liver disease
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04933	AGE-RAGE signaling pathway in diabetic complications
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa04936	Alcoholic liver disease
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa05010	Alzheimer disease
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa05022	Pathways of neurodegeneration - multiple diseases
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa05030	Cocaine addiction
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa05130	Pathogenic Escherichia coli infection
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa05131	Shigellosis
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa05132	Salmonella infection
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa05133	Pertussis
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa05134	Legionellosis
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa05135	Yersinia infection
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa05140	Leishmaniasis
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa05142	Chagas disease
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa05145	Toxoplasmosis
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa05146	Amoebiasis
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa05152	Tuberculosis
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa05160	Hepatitis C
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa05161	Hepatitis B
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa05162	Measles
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa05163	Human cytomegalovirus infection
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa05164	Influenza A
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa05165	Human papillomavirus infection
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa05166	Human T-cell leukemia virus 1 infection
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa05167	Kaposi sarcoma-associated herpesvirus infection
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa05168	Herpes simplex virus 1 infection
CDS	(RefSeq) nuclear factor kappa B subunit 1		4790	ENSG00000109320	hsa05169	Epstein-Barr virus infection
